News,Fake
"['florida', 'student', 'take', 'array', 'standard', 'high', 'stake', 'test', 'eat', 'much', '45', 'school', 'day', 'per', 'year']",0
"['2014', '2015', 'austin', 'murder', 'rate', 'whop', '83', 'percent']",0
"['law', 'nsa', 'record', 'monitor', 'american', 'phone', 'call', 'without', 'get', 'specif', 'fisa', 'warrant']",1
"['hillari', 'clinton', 'set', 'deadlin', 'withdraw', 'want', 'precipit', 'withdraw', 'regardless', 'condit', 'ground', 'consequ', 'defeat', 'unit', 'state', 'rnc', 'radio', 'ad']",1
"['2009', 'yost', 'spent', '2.5', 'time', 'money', 'took', 'run', 'prosecutor', 'offic', 'got']",1
"['bill', 'ive', 'sign', 'dont', 'cut', 'anybodi', 'salari', 'dont', 'take', 'away', 'pension', 'dont', 'destroy', 'health', 'care']",1
"['unit', 'state', 'see', 'greater', 'incom', 'inequ', 'time', 'sinc', '1920']",1
"['7', 'step', 'plan', 'creat', '700,000', 'job', '7', 'year']",1
"['u', 'rep', 'jack', 'kingston', 'vote', 'fund', 'obamacar']",0
"['unit', 'state', 'senat', 'democrat', 'republican', 'vote', 'keep', 'govern', 'open']",0
"['ferguson', 'mo', 'youv', 'got', 'threeblack', 'offic', '50', 'white', 'offic', 'town', '67', 'percent', 'african-american']",1
"['6', 'billion', 'deficit', 'inherit', 'turn', 'half-billion-dollar', 'surplu']",1
"['say', 'republican', 'u', 'rep', 'bob', 'dold', 'continu', 'side', 'republican', 'leadership', 'nra', 'block', 'consider', 'bill', 'would', 'keep', 'firearm', 'hand', 'peopl', 'terrorist', 'watch', 'list']",1
"['say', 'wisconsin', 'state', 'employe', 'contract', 'gave', 'employe', 'bring', 'lunch']",1
"['50', 'percent', 'immigr', 'el', 'salvador', 'guatemala', 'hondura', 'use', 'least', 'one', 'major', 'welfar', 'program', 'get']",1
"['obama', 'economi', '...', 'youth', 'unemploy', 'rate', 'doubl', 'unemploy', 'rate', 'american']",1
"['amniocentesi', 'fact', 'result', 'often', 'countri', 'abort']",0
"['govern', 'go', 'tell', 'american', 'need', 'replac', 'function', 'stove', 'home', 'government-certifi', 'stove', 'use', 'taxpay', 'dollar']",1
"['mr', 'warren', 'compar', 'same-sex', 'coupl', 'incest']",0
"['say', 'ted', 'cruzswif', 'heidi', 'first', 'pro-lif', 'first', 'ladi']",1
"['say', 'got', 'chanc', 'pass', 'think', 'oregon', 'first', 'human', 'traffick', 'bill', 'increas', '66', 'percent', 'call', 'human', 'traffick', 'hotlin']",0
"['iran', 'might', 'superpow', 'threat', 'govern', 'iran', 'pose', 'anyth', 'tini', 'obama', 'say']",0
"['gm', 'repaid', 'govern', 'loan', 'full', 'interest', 'five', 'year', 'ahead', 'origin', 'schedul']",1
"['minimum', 'wage', 'worker', 'rhode', 'island', '14', 'percent', 'serv', 'sole', 'incom', 'earner', 'famili']",1
"['say', 'depart', 'feder', 'employe', 'owe', '3', 'billion', 'back', 'tax']",1
"['john', 'boehner', 'call', 'repeal', 'rest', 'stimulu', 'would', 'rais', 'tax', '110', 'million', 'middl', 'class', 'peopl']",0
"['two-third', 'feder', 'budget', 'perman', 'law', '...', 'perman', 'appropri']",1
"['state', 'gun', 'law', 'tend', 'fewest', 'gun', 'death']",1
"['say', 'obama', 'broke', 'promis', 'help', 'homeown', 'face', 'foreclosur']",1
"['women', 'includ', '98', 'percent', 'cathol', 'women', 'use', 'contracept']",1
"['averag', 'age', 'first', 'marijuana', 'use', '12']",0
"['unit', 'state', '65th', '142', 'nation', 'territori', 'equal', 'pay']",1
"['ive', 'never', 'support', 'payrol', 'tax']",0
"['sinc', 'barack', 'obama', 'becam', 'presid', 'unit', 'state', '95', 'percent', 'econom', 'gain', 'made', 'richest', '1', 'percent']",1
"['obama', 'never', 'held', 'singl', 'senat', 'hear', 'afghanistan']",1
"['serv', 'gubernatori', 'term']",0
"['peopl', 'countri', 'seen', 'ufo', 'think', 'approv', 'georg', ""bush'"", 'presid']",0
"['presid', 'obama', 'muslim']",0
"['say', 'potenti', 'democrat', 'oppon', 'mari', 'burk', 'implement', 'polici', 'jim', 'doyl', 'polici', 'last', 'term', 'saw', 'state', 'lose', '133,000', 'job']",0
"['hillari', 'clinton', 'get', 'subpoena', 'get', 'subpoena', 'delet', '33,000', 'email']",1
"['suprem', 'court', 'said', 'individu', 'mandat', 'tax', 'tax']",1
"['43', 'percent', 'food', 'stamp', 'given', 'illeg']",0
"['unit', 'state', 'rank', 'second', 'worst', 'incom', 'inequ', 'across', 'develop', 'countri', 'tax', 'transfer']",1
"['zephyr', 'teachout', 'say', 'super', 'pac', 'despit', 'take', 'money', 'super', 'pac', 'donor']",1
"['say', 'hillari', 'clinton', 'said', 'attack', 'bosnia', 'attack', 'turn', 'young', 'girl', 'hand', 'flower']",1
"['say', 'ohio', 'treasur', 'josh', 'mandel', 'first', 'claim', 'bank', 'fraud', 'june', '2010', 'noth', 'year', 'rais', 'money', 'republican', 'senat', 'campaign']",0
"['studi', 'shown', 'us', 'drug', 'test', 'welfar', 'recipi', 'save', 'us', 'money']",0
"['say', 'mitt', 'romney', 'said', 'differ', 'thing', 'whether', 'global', 'warm', 'caus', 'human']",1
"['come', 'san', 'antonio', '60', 'mexican-american']",1
"['presid', 'spend', '30', 'time', 'much', 'money', 'global', 'warm', 'research', 'weather', 'forecast', 'warn']",0
"['say', 'new', 'hampshir', 'second', 'congression', 'district', 'includ', 'two', 'counti', 'almost', '5', 'percent', 'resid', 'enrol', 'state', 'expand', 'medicaid', 'program']",1
"['dr', 'paul', 'never', 'vote', 'legisl', 'unless', 'propos', 'measur', 'expressli', 'author', 'constitut']",0
"['deal', 'rais', 'feder', 'debt', 'limit', 'creat', 'largest', 'debt', 'ceil', 'increas', 'america', 'histori']",1
"['obamacar', 'hit', 'american', 'billion', 'new', 'tax']",1
"['georgia', 'dropout', 'rate', 'that', 'higher', ""alabama'""]",1
"['say', 'obama', 'flip-flop', 'warrantless', 'wiretap']",1
"['compani', '20', 'employe', 'could', 'go', 'busi', 'health', 'care', 'law', 'requir', 'buy', 'insur']",0
"['nation', 'studi', '2,500', 'charter', 'school', 'show', 'mayb', '20', 'percent', 'better', 'commun', 'public', 'school', '40', 'percent', 'wors', 'rest', 'signific', 'differ']",1
"['3,000', 'teacher', 'lost', 'job', 'crist', 'governor']",0
"['barack', 'obama', 'pass', 'bill']",0
"['berni', 'sander', 'pass', 'roll', 'call', 'amend', 'republican', 'congress', 'member']",1
"['60', 'percent', 'peopl', 'food', 'assist', 'work']",1
"['switch', 'parti']",0
"['say', 'gov', 'pat', 'mccrori', 'tri', 'cut', 'educ', 'fund', 'lowest', 'budget', 'share', '30', 'year']",1
"['say', 'mitt', 'romney', 'flip-flop', 'gun', 'control']",1
"['say', 'texa', 'school', 'district', 'fifth', 'largest', 'employ', 'world']",0
"['say', 'rick', 'scott', 'cut', 'educ', 'billion', 'dollar', 'mean', 'thousand', 'teacher', 'lost', 'job', 'class', 'size', 'went']",0
"['joe', 'biden', 'candid', 'plan', 'get', 'us', 'iraq', 'keep', 'us']",1
"['protest', 'attack', 'group', 'headquart', 'graffiti', 'sidewalk', 'stencil', 'imag', 'smear', 'build', 'statu']",0
"['say', 'paul', 'ryan', 'vote', 'two', 'war', 'unpaid', 'vote', 'bush', 'tax', 'cut', 'unpaid', 'vote', 'prescript', 'drug', 'bill', 'cost', 'much', 'health', 'care', 'bill', 'wasnt', 'paid']",1
"['women', 'fill', 'two-third', 'minimum', 'wage', 'job']",1
"['amend', '4', 'reduc', 'florida', 'econom', 'output', 'billion', 'annual']",0
"['first', 'time', 'nation', 'mani', 'member', 'drawn', 'legislatur', 'district', 'wasnt', 'court', 'order']",1
"['lost', 'job', 'great', 'recess', 'last', 'four', 'recess', 'combin']",1
"['crazi', 'govern', '...', 'make', 'illeg', 'use', 'old', 'incandesc', 'bulb']",0
"['mequon', 'milwauke', 'highest', 'dispar', 'incom', 'countri']",0
"['say', 'barack', 'obama', 'rob', 'medicar', 'billion', 'pay', '...', 'obamacar']",0
"['largest', 'low-wag', 'employ', 'mcdonald', 'walmart', 'u', 'govern']",0
"['joe', 'sestak', '...', 'even', 'want', 'bring', 'back', 'death', 'tax', 'let', 'ir', 'take', 'half', 'save', 'die']",0
"['budget', 'analyst', 'say', 'loom', 'tax', 'hike', 'spend', 'cut', 'would', 'take', 'us', 'recess', 'kill', 'job']",1
"['florida', 'rank', 'first', 'nation', 'access', 'free', 'prekindergarten']",1
"['averag', 'ceo', 'make', '000', 'everi', 'day', '...', 'averag', 'worker', 'make', 'everi', 'year']",1
"['pakistan', 'erupt', 'crisi', 'spoke', 'musharraf', 'bush']",1
"['go', 'miami', 'flood', 'high', 'tide', 'sunni', 'day', 'fish', 'swim', 'middl', 'street']",1
"['republican', 'plan', 'extend', 'bush', 'tax', 'cut', 'would', 'doubl', 'deficit', 'project', 'go', 'forward', 'next', 'coupl', 'decad']",1
"['rick', ""perry'"", 'texa', 'governor', 'threaten', 'leav', 'seced', 'greatest', 'countri', 'world']",0
"['florida', 'sen', 'bill', 'nelson', '...', 'got', 'billion', 'billion', 'carve-out', 'medicar', 'advantag', 'patient', 'state']",0
"['say', 'taxpay', 'resourc', 'use', 'facilit', 'privat', 'polit', 'agenda', 'automat', 'payrol', 'deduct', 'union', 'due']",0
"['rnc', 'version', 'hillari', 'clinton', 'valentin', 'rose', 'red', 'violet', 'blue', ""i'll"", 'rais', 'tax', 'noth']",0
"['rob', 'portman', 'taken', '000', 'big', 'oil']",1
"['chicago', 'public', 'school', 'lead', 'countri', 'high', 'school', 'graduat', 'urban', 'school', 'system', 'match', 'unit', 'state', 'america', 'kid', 'graduat', 'high', 'school', 'go', 'four-year', 'colleg', 'produc', 'eighth-grad', 'leader', 'countri', 'math', 'gain', 'fourth-grad', 'leader', 'read', 'gain']",1
"['state', 'better', 'one', 'state', 'incom', 'tax']",1
"['legislatur', 'pass', 'gov', 'walker', 'so-cal', 'properti', 'tax', 'relief', 'bill', 'republican', 'still', 'rais', 'properti', 'tax']",1
"['say', '50', 'percent', 'millenni', 'dont', 'associ', 'polit', 'parti']",1
"['say', 'ron', 'johnson', 'compani', 'got', 'govern', 'loan', 'grant', 'help', 'expand', 'busi']",1
"['say', 'secur', 'foreign', 'enemi', 'act', '2015', 'would', 'paus', 'resettl', 'syrian', 'refuge', 'unit', 'state']",1
"['say', 'travi', 'counti', 'home', 'austin', 'liber', 'counti', 'unit', 'state']",0
"['know', 'presid', 'obama', 'famili', 'health', 'care', 'premium', 'increas', '154', 'averag']",0
"['say', '2014-15', 'texa', 'budget', 'increas', 'spend', 'less', 'rate', 'inflat', 'popul', 'growth']",1
"['medicaid', 'expans', 'isnt', 'necessarili', 'popular', 'issu', 'street']",1
"['obama', 'vote', 'fund', 'troop']",1
"['florida', 'statut', 'requir', 'attorney', 'gener', 'bill', 'mccollum', 'consult', 'member', ""florida'"", 'congression', 'deleg', 'file', 'lawsuit', 'health', 'care', 'reform', 'law']",1
"['paula', 'jone', 'case', 'bill', 'clinton', 'paid', '000', 'penalti']",1
"['say', 'alex', 'sink', 'support', 'higher', 'properti', 'tax']",0
"['top', '1', 'percent', 'pay', '45', 'percent', 'tax', 'countri']",1
"['say', 'john', 'kitzhab', 'want', 'sale', 'tax', 'peopl', 'without', 'job', 'pay', 'tax']",0
"['unit', 'state', 'move', 'ahead', 'cap-and-trad', '...', '30', '40', 'year', 'go', 'reduc', 'co2', 'less', '1', 'percent']",1
"['say', 'russ', 'feingold', 'said', 'obamacar', 'could', 'keep', 'doctor', 'plan', 'rate', 'lie', 'year']",1
"['say', 'patent', 'ultrasound', 'revolution', 'modern', 'medicin']",0
"['say', 'houston', 'home', 'doctor', 'nurs', 'research', 'place', 'world']",0
"['everi', 'dollar', 'spent', 'new', 'obamacar', 'system', '...', 'goe', 'private-sector', 'insur', 'compani']",1
"['three', 'five', 'detaine', 'swap', 'bow', 'bergdahl', 'isi', 'leader']",0
"['maggi', 'hassan', 'leadership', 'increas', 'state', 'spend', 'middl', 'great', 'recess', '24', 'percent', 'lead', 'follow']",1
"['first', 'tweet', 'sent', 'austin']",0
"['texa', 'sixth-highest', 'properti', 'tax', 'nation']",1
"['say', 'largest', 'tax', 'increas', 'american', 'histori', 'set', 'occur', 'januari', '1st', 'unless', 'presid', 'obama', 'congress', 'come', 'agreement']",1
"['say', 'bill', 'white', 'didnt', 'pay', 'tax', 'earn', '600', 'annual', 'salari', 'deputi', 'secretari', 'energi']",0
"['tax', 'job', 'creat', 'busi', '35', 'percent', 'unit', 'state', 'second', 'worst', 'entir', 'world']",1
"['everi', 'spent', 'mitig', 'post-storm', 'cleanup', 'rebuild', 'save']",1
"['tax', 'code', '. . .', '80,000', 'page']",0
"['blue', 'cross', 'headquart', '000', 'granit', 'tabl']",0
"['presid', 'barack', 'obama', 'end', 'medicar', 'know']",0
"['jump', '11', 'place', 'sinc', 'begin', 'year', 'term', 'job-friendli']",1
"['say', 'fox', 'news', 'gave', 'republicansen', 'twice', 'air', 'time', 'democrat', 'hear', 'theislam', 'state']",1
"['hillari', 'clinton', 'want', 'shut', 'famili', 'farm', 'use', 'radic', 'regul', 'rais', 'busi', 'tax', 'rate', 'high', 'nearli', '50', 'percent', 'tax', 'famili', 'farm', 'death', 'much', '45', 'percent']",0
"['rigel', 'car', 'dealership', 'made', '000', 'cash', 'clunker', 'bailout']",1
"['say', 'obama', 'administr', 'hand', 'pamphlet', 'titl', 'veteran', 'classroom', 'attempt', 'mass', 'shoot']",0
"['speaker', 'democrat', 'nation', 'convent', 'made', 'zero', 'mention', 'global', 'terrorist', 'threat', 'pose', 'isi']",1
"['barack', 'hussein', 'obama', '...', 'forc', 'local', 'author', 'allow', 'occupi', 'protest', 'live', 'park']",0
"['ive', 'involv', 'prosecut', 'terrorist', 'member', 'isi']",0
"['cost', '000', 'year', 'homeless', 'person', 'street']",1
"['amount', 'interest', 'paid', 'feder', 'debt', 'exce', 'total', 'tax', 'revenu']",0
"['say', 'would', 'muslim', 'cabinet']",0
"['nation', 'debt', 'grew', 'estim', 'billion', 'last', 'weekend']",1
"['u', 'suprem', 'court', 'decid', '1982', 'non-citizen', 'children', 'must', 'get', 'free', 'k', '12', 'educ']",1
"['afford', 'coverag', 'workplac', 'im', 'elig', 'go', 'marketplac', '. ...', 'illeg']",0
"['say', 'donald', 'trump', 'support', 'canadian-styl', 'univers', 'health', 'care', 'system']",1
"['say', 'democrat', 'propos', 'budget', 'also', 'balanc', 'use', 'new', 'tax', 'revenu', 'total', 'per', 'reform', 'save']",0
"['say', 'lip-read', 'instructor', 'river', 'school', 'washington', 'c', 'school', 'deaf', 'determin', '9/11', 'ceremoni', 'michel', 'obama', 'said', 'damn', 'flag']",0
"['say', 'austin', 'voter', 'approv', 'seven', 'bond', 'proposit', 'without', 'rais', 'tax']",1
"['us', 'chang', 'incom', '2009-13', 'top', '1', '+31.4', 'bottom', '99', '+0.4']",1
"['hillari', 'clinton', 'agre', 'john', 'mccain', 'vote', 'war', 'iraq']",1
"['say', 'ann', 'kirkpatrick', 'vote', 'parti', 'nearli', '90', 'percent', 'time']",1
"['uncl', '...', 'part', 'first', 'american', 'troop', 'go', 'auschwitz', 'liber', 'concentr', 'camp']",1
"['compani', 'move', 'mexico', 'almost', 'place', 'right']",1
"['allow', 'bush', 'incom', 'tax', 'cut', 'expir', 'dec', '31', 'amount', 'largest', 'tax', 'increas', 'histori', 'america']",0
"['say', 'hillari', 'clinton', 'state', 'depart', 'approv', 'transfer', '20', 'percent', 'america', 'uranium', 'hold', 'russia', 'nine', 'investor', 'deal', 'funnel', 'million', 'clinton', 'foundat']",0
"['american', 'live', 'within', '50', 'mile', 'nuclear', 'power', 'plant']",1
"['past', 'four', 'five', 'presidenti', 'elect', 'peopl', 'poll', 'high', 'begin', 'peopl', 'end', 'nomine']",0
"['presid', 'barack', 'obama', 'unit', 'state', 'doubl', 'export']",0
"['ban', 'earmark', 'greatli', 'weaken', 'author', 'congress', 'spend', 'benefit', 'execut', 'branch']",1
"['say', 'presid', 'barack', 'obama', 'debt', 'commiss', 'recommend', 'convert', 'medicar', 'system', 'medicar', 'particip', 'given', 'voucher', 'purchas', 'insur', 'privat', 'market']",0
"['last', 'time', 'sustain', 'surg', 'confid', 'govern', 'compet', 'ronald', 'reagan']",0
"['econom', 'troubl', '2008', 'realli', 'match', 'lit', 'fire', 'fanni', 'mae', 'freddi', 'mac']",1
"['senat', 'obama', 'fact', 'never', 'seriou', 'republican', 'challeng']",1
"['birther', 'movement', 'start', 'hillari', 'clinton', '2008']",0
"['koch', 'stand', 'make', 'around', 'billion', 'govern', 'approv', 'keyston', 'xl', 'pipelin']",0
"['wisconsin', 'weve', 'put', 'previou', 'budget', 'money', 'mental', 'health', 'servic', 'governor', 'last', '25', 'year']",1
"['survey', 'teen', 'high', 'school', 'reveal', 'know', 'classmat', 'sell', 'cannabi', '90', 'time', 'common', 'know', 'classmat', 'sell', 'alcohol']",1
"['everi', 'extra', 'year', 'girl', 'stay', 'secondari', 'school', 'chanc', 'get', 'infect', 'hiv', 'aid', 'decreas', 'half']",1
"['washington', 'congressman', 'joe', 'heck', 'support', 'privat', 'social', 'secur', 'turn', 'save', 'wall', 'street', 'risk', 'stock', 'market']",0
"['interlink', 'f', 'green', 'airport', 'closest', 'air-rail', 'link', 'countri']",0
"['say', 'texa', 'prove', 'court', '200', 'dead', 'peopl', 'vote', 'latest', 'texa', 'elect']",0
"['say', 'sal', 'esquivel', 'want', '5', 'percent', 'state', 'sale', 'tax', 'groceri']",0
"['joke', 'presid', 'want', 'hous', 'illeg', 'alien', 'nation', 'militari', 'instal']",1
"['unit', 'state', 'alon', 'lose', '3,000', 'peopl', 'day', 'cancer']",0
"['regul', 'endem', 'weak', 'govern', 'old', 'thoma', 'jefferson', 'list', 'problem', 'among', 'charg', 'king', 'england', 'declar', 'independ']",1
"['say', 'hillari', 'clinton', 'call', 'radic', '550', 'percent', 'increas', 'syrian', '...', 'refuge', '. . .', 'despit', 'fact', 'there', 'way', 'screen', 'refuge', 'order', 'find', 'come']",1
"['gov', 'chri', 'christi', 'caus', '4.1', 'percent', 'increas', 'properti', 'tax', '2010', 'mark', 'highest', 'increas', 'sinc', '2007']",1
"['unemploy', 'number', 'artifici', 'number', 'number', 'massag', 'make', 'exist', 'economi', 'look', 'good', 'make', 'administr', 'look', 'good', 'fact', 'total', 'disast']",0
"['iron', 'ore', 'mine', 'northern', 'wisconsin', 'could', 'oper', '100', 'year', 'gener', 'billion', 'dollar', 'econom', 'activ']",1
"['say', '25', 'percent', 'texa', 'budget', 'fund', 'servic', 'non-u', 'citizen']",0
"['say', 'hillari', 'clinton', 'promis', 'rais', 'tax', 'trillion', 'dollar']",1
"['peopl', 'come', 'babi', 'come', 'drop', 'child', 'call', 'drop', 'leav']",1
"['accord', 'state', 'florida', 'almost', 'twice', 'like', 'attack', 'allig', 'someon', 'happen', 'carri', 'conceal-and-carri', 'permit']",0
"['five', 'state', 'outlaw', 'collect', 'bargain', 'teacher', 'rank', '44th', 'nation', 'test', 'score', 'wisconsin', 'rank', '2nd']",0
"['arab', 'muslim', 'nation', 'get', 'twice', 'much', 'money', 'israel']",1
"['still', 'think', 'plan', 'safe', 'rescu', 'captain', 'kenyon', 'work', '96', 'hour', 'straight', '96', 'hour']",1
"['your', 'one', '250', 'million', 'american', 'alreadi', 'health', 'insur', 'keep', 'health', 'insur']",1
"['say', 'state', 'sen', 'alberta', 'darl', 'allow', 'mercuri', 'harm', 'children', 'vote', 'electron', 'recycl', 'bill']",0
"['vast', 'overwhelm', 'major', 'crime', 'occur', 'firearm', 'commit', 'peopl', 'dont', 'legal', 'possess', 'firearm', 'first', 'place']",1
"['colorado', 'caucu', 'system', 'select', 'republican', 'deleg', 'rig']",0
"['80', 'percent', 'peopl', 'want', 'shot', 'vote', 'whether', 'approv', 'same-sex', 'marriag', 'accord', 'poll']",1
"['usa', '1', 'gun', 'violenc']",1
"['bill', 'allow', 'virginia', 'join', '23', 'state', 'ultrasound', 'procedur', 'abort']",1
"['everi', '28', 'hour', 'unarm', 'black', 'person', 'shot', 'cop']",0
"[""here'"", 'man', 'brag', 'made', 'citi', 'safe', 'biden', 'crime', 'bill', 'becam', 'clinton', 'crime', 'bill', 'allow']",0
"['say', 'constitut', 'requir', 'tell', 'censu', 'mani', 'peopl', 'home']",0
"['might', 'surpris', 'know', '137', 'billion', 'gallon', 'flow', 'lake', 'eri', 'everi', 'day', 'might', 'surpris', 'know', '86.3', 'billion', 'gallon', 'flow', '. ...', 'leav', 'us', 'net', 'surplu', 'approxim', '50', 'billion', 'gallon', 'day']",0
"['2010-2014', 'median', 'household', 'incom', 'wisconsin', 'actual', 'gone', '7.4', 'percent']",0
"['georgia', 'lawmak', 'push', 'bill', 'ban', 'creation', 'glow', 'dark', 'human-jellyfish', 'hybrid']",1
"['incid', 'suppos', 'fece', 'depict', 'swastika', 'wall', 'bathroom', 'one', 'hall', '...', 'support', 'zero', 'fact']",0
"['san', 'antonio', 'seen', '67', 'growth', 'water', 'custom', 'last', '25', 'year', '0', 'water', 'use']",0
"['say', 'quarter', 'african', 'american', 'dont', 'govern', 'photo', 'id']",1
"['say', 'obamaexempt', 'congress', 'staff', 'full', 'effect', 'health', 'care', 'law']",0
"['presid', 'obama', 'uncl', 'aunt', 'illeg', 'alien', '...', 'whove', 'allow', 'stay', 'countri']",1
"['despit', 'donald', 'trump', 'claim', 'werent', '15,000', 'peopl', 'turn', 'phoenix', 'see', 'trump', 'speak']",1
"['abort', 'servic', 'well', '90', 'percent', 'plan', 'parenthood']",0
"['north', 'carolina', 'spent', 'almost', 'much', 'spend', 'govern', 'rape', 'crisi', 'program', 'year', 'conven', 'special', 'session', 'hb2']",0
"['u', 'nlike', 'everi', 'major', 'transit', 'system', 'nation', 'marta', 'never', 'receiv', 'signific', 'dedic', 'fund', 'state', 'georgia']",0
"['john', 'kerri', '4', 'percent', 'poll', 'decemb', '2003', '...', 'end', 'becom', 'nomine', 'parti']",1
"['feder', 'judg', 'said', 'presid', 'barack', 'obama', 'execut', 'action', 'immigr', 'unconstitut']",1
"['apiec', 'usa', 'would', 'need', 'bring', 'home', '33.1', 'billion', 'gold', 'medal', 'pay', 'nation', 'debt']",1
"['state', 'illeg', 'immigr', 'allow', 'get', 'driver', 'licens', 'insur', 'premium', 'everybodi', 'gone']",1
"['want', 'freez', 'interest', 'rate', 'five', 'year']",1
"['two', 'elect', 'row', 'waukesha', 'counti', 'clerk', 'kathi', 'nickolau', 'screw', 'count', 'vote']",0
"['georgia', 'depart', 'econom', 'develop', 'assist', 'creation', '28,776', 'job', 'increas', '29', 'percent', 'last', 'fiscal', 'year', '97', 'billion', 'invest', '32', 'percent', 'increas']",1
"['last', 'decad', 'climat', 'cool']",0
"['accid', '50', 'percent', 'injuri', 'accid', '60', 'percent', 'rebuilt', 'marquett', 'interchang', 'milwauke']",1
"['say', 'obama', 'oppos', 'innov', 'electr', 'car', 'clean', 'safe', 'nuclear', 'energi']",0
"['say', '000', 'mean', 'incom', 'state', 'famili']",0
"['say', 'one', 'person', 'donald', 'trump', 'suggest', 'would', 'make', 'good', 'justic', 'sister', 'court', 'appeal', 'judg', 'appoint', 'bill', 'clinton', 'hardcor', 'pro-abort', 'liber', 'judg']",0
"['today', 'america', 'peopl', 'jail', 'countri', 'earth']",1
"['muslim', 'brotherhood', 'openli', 'state', 'want', 'declar', 'war', 'israel']",0
"['financi', 'reform', 'million', 'dollar', 'spent', 'per', 'congressman', 'lobbi', 'expens', 'issu', 'industri', 'four', 'lobbyist', 'per', 'member', 'hous', 'senat', 'work']",1
"['elena', 'kagan', 'violat', 'law', 'unit', 'state', 'variou', 'point', 'opposit', 'militari', 'recruit']",0
"['sixti', 'million', 'american', 'depend', 'social', 'secur', 'one-third', 'senior', 'america', 'depend', 'social', 'secur', '90', 'percent', 'incom']",1
"['alreadi', ""we'v"", 'identifi', 'trillion', 'deficit', 'reduct', 'next', 'decad']",0
"['say', 'medicaid', 'fraud', 'rate', 'virginia', 'fact-check', 'found', '0.47', 'percent']",0
"['presenc', 'gorilla', 'call', 'question', 'concept', 'evolut']",0
"['say', 'milwauke', 'counti', 'spent', '000', 'salari', '2010', 'employe', 'particip', 'union', 'activ', 'collect', 'bargain']",1
"['u', '5', 'percent', 'world', 'popul', '25', 'percent', 'world', 'known', 'prison', 'popul']",1
"['least', 'four', 'incid', 'bullet', 'mexico', 'cross', 'border']",1
"['oil', 'drill']",1
"['today', 'presid', 'obama', 'said', 'nation', 'day', 'prayer', 'may']",0
"['promis', 'presid', 'said', 'would', 'keep', 'unemploy', '8.5', 'percent', 'stimulu', 'pass']",0
"['georg', 'allen', 'vote', 'add', 'trillion', 'feder', 'debt', 'vote', 'rais', 'debt', 'ceil', 'four', 'time', 'vote', 'child', 'left', 'behind', 'act', 'senat']",1
"['elizabeth', 'townsend', 'run', 'elect', 'offic', 'omit', 'school', 'board', 'race', 'ballot', 'gave', 'school', 'board', 'candid', 'faulti', 'advic']",0
"['say', 'john', 'raes', 'said', 'want', '1,000', 'laser', 'system', 'put', 'sky', 'need', 'right']",1
"['islam', 'state', 'isi', 'cast', 'al-qaida', 'consid', 'extrem']",1
"['foundat', 'govern', 'account', 'support', 'florida', 'law', 'requir', 'drug', 'test', 'welfar', 'recipi', 'koch', 'brother', 'affili', 'group']",0
"['senat', 'immigr', 'bill', 'fill', 'thing', 'like', 'reward', 'au', 'pair', 'agenc', 'alaskan', 'seafood', 'processor', 'vega', 'casino']",1
"['last', 'sever', 'year', '40', 'percent', 'job', 'creat', 'texa', 'creat', 'illeg', 'alien']",1
"['everi', 'one', 'mile', 'light-rail', 'track', 'built', '16', 'mile', 'new', 'road', 'capac', 'built']",1
"['governor', 'switch', 'posit', 'offshor', 'oil', 'drill']",1
"['unit', 'state', '1', 'countri', 'world', 'energi', 'resourc', 'king', 'daddi', 'dog', 'come', 'energi']",1
"['say', 'barack', 'obama', 'socialist']",0
"['new', 'law', 'regul', 'abort', 'even', 'your', 'rape', 'dont', 'report', 'first', '30', 'day', 'republican', 'forc', 'ultrasound']",1
"['assert', 'make', 'differ', 'whether', 'children', 'rais', 'heterosexu', 'homosexu', 'parent', 'shatter', 'latest', 'best', 'social', 'scienc', 'research']",0
"['attorney', 'gener', 'offic', 'weve', 'cut', 'budget', '18', 'percent']",1
"['north', 'carolina', 'near', 'nation', 'averag', 'unemploy']",1
"['obamacar', 'includ', 'billion', 'cut', 'medicar', 'senior']",1
"['rate', 'u', 'femal', 'homicid', 'victimsoutnumb', '24', 'develop', 'countri', '2', '1']",1
"['austin', 'energi', 'consid', 'first', 'rate', 'increas', 'sinc', '1994']",1
"['say', 'ronald', 'reagan', 'revers', 'world', 'largest', 'tax', 'cut', 'rais', 'tax', 'revenu', 'match', 'expect']",1
"['wendi', 'davi', 'threaten', 'rais', 'tax', 'billion']",0
"['alex', 'sink', 'use', 'taxpayer-fund', 'plane', 'could', 'get', 'vacat', 'bahama']",1
"['roy', 'blunt', 'vote', 'rais', 'pay', '12', 'time', 'congress']",0
"['mitt', 'romney', 'want', 'set', 'date', 'withdraw', 'iraq']",0
"['say', 'donald', 'trump', 'claim', 'arm', 'forc', 'disast']",1
"['say', 'wisconsin', 'law', 'cannot', 'remov', 'name', 'ballot', 're-elect', 'congress']",1
"['fight', 'collect', 'bargain', 'chang', 'democrat', 'tri', 'protect', 'system', 'pay', 'union', 'govern', 'worker', '42', 'percent', 'non-union', 'worker']",0
"['gov', 'romney', 'definit', '...', 'donald', 'trump', 'small', 'busi']",0
"['potenti', 'iran', 'nuclear', 'agreement', 'would', 'limit', 'iran', 'number', 'centrifug', 'need', 'weapon', 'nuclear', 'power', 'program']",1
